stn_code,state,location,type,so2,no2,spm,Date
462,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",5,22,,13-01-2015
462,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",5,17,,14-01-2015
462,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",5,19,,15-01-2015
462,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",5,15,,16-01-2015
462,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",5,17,,17-01-2015
462,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",5,23,,18-01-2015
462,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",5,20,,19-01-2015
462,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",5,23,,20-01-2015
462,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",5,20,,21-01-2015
462,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",5,19,,22-01-2015
462,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",5,20,,23-01-2015
462,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",5,18,,24-01-2015
462,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",5,18,,25-01-2015
462,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",5,16,,26-01-2015
462,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",5,20,,27-01-2015
462,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",5,22,,28-01-2015
462,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",5,20,,29-01-2015
462,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",5,21,,30-01-2015
462,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",5,17,,31-01-2015
462,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",4,18,,01-02-2015
462,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",5,22,,02-02-2015
462,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",5,22,,03-02-2015
462,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",5,18,,04-02-2015
462,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",5,20,,05-02-2015
462,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",5,19,,06-02-2015
462,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",5,18,,07-02-2015
462,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",4,15,,08-02-2015
462,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",4,15,,09-02-2015
462,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",4,14,,10-02-2015
462,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",5,18,,11-02-2015
462,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",5,17,,12-02-2015
462,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",4,14,,13-02-2015
462,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",4,18,,14-02-2015
462,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",5,16,,15-02-2015
462,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",5,15,,16-02-2015
462,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",4,13,,17-02-2015
462,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",5,16,,18-02-2015
462,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",5,20,,19-02-2015
462,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",5,19,,20-02-2015
462,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",5,19,,21-02-2015
462,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",5,18,,22-02-2015
462,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",5,18,,23-02-2015
462,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",5,19,,24-02-2015
462,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",5,15,,25-02-2015
462,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",5,20,,26-02-2015
462,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",5,18,,27-02-2015
462,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",5,20,,28-02-2015
462,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",4,18,,01-03-2015
462,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",4,22,,02-03-2015
462,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",5,20,,03-03-2015
462,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",5,21,,04-03-2015
462,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",5,18,,05-03-2015
462,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",5,16,,06-03-2015
462,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",5,15,,07-03-2015
462,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",5,21,,08-03-2015
462,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",,,,09-03-2015
462,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",4,16,,10-03-2015
462,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",,,,11-03-2015
462,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",5,19,,12-03-2015
462,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",5,21,,13-03-2015
462,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",5,22,,14-03-2015
462,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",,,,15-03-2015
462,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",,,,16-03-2015
462,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",5,20,,17-03-2015
462,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",8,36,,18-03-2015
462,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",5,26,,19-03-2015
462,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",5,21,,20-03-2015
462,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",5,21,,21-03-2015
462,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",5,24,,22-03-2015
462,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",5,21,,23-03-2015
462,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",5,20,,24-03-2015
462,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",5,19,,25-03-2015
462,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",5,26,,26-03-2015
462,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",4,18,,27-03-2015
462,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",4,17,,28-03-2015
462,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",4,18,,29-03-2015
462,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",5,18,,30-03-2015
462,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",4,19,,31-03-2015
462,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",5,16,,01-04-2015
462,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",4,18,,02-04-2015
462,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",4,19,,03-04-2015
462,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",5,18,,04-04-2015
469,Andhra Pradesh,Vijayawada,Industrial Area,6,31,,05-04-2015
469,Andhra Pradesh,Vijayawada,Industrial Area,5,28,,06-04-2015
469,Andhra Pradesh,Vijayawada,Industrial Area,5,21,,07-04-2015
469,Andhra Pradesh,Vijayawada,Industrial Area,5,25,,08-04-2015
469,Andhra Pradesh,Vijayawada,Industrial Area,5,16,,09-04-2015
469,Andhra Pradesh,Vijayawada,Industrial Area,5,19,,10-04-2015
469,Andhra Pradesh,Vijayawada,Industrial Area,5,18,,11-04-2015
469,Andhra Pradesh,Vijayawada,Industrial Area,5,13,,12-04-2015
469,Andhra Pradesh,Vijayawada,Industrial Area,5,23,,13-04-2015
469,Andhra Pradesh,Vijayawada,Industrial Area,5,29,,14-04-2015
469,Andhra Pradesh,Vijayawada,Industrial Area,5,29,,15-04-2015
469,Andhra Pradesh,Vijayawada,Industrial Area,5,21,,16-04-2015
469,Andhra Pradesh,Vijayawada,Industrial Area,5,26,,17-04-2015
469,Andhra Pradesh,Vijayawada,Industrial Area,5,20,,18-04-2015
469,Andhra Pradesh,Vijayawada,Industrial Area,5,22,,19-04-2015
469,Andhra Pradesh,Vijayawada,Industrial Area,5,21,,20-04-2015
469,Andhra Pradesh,Vijayawada,Industrial Area,5,17,,21-04-2015
469,Andhra Pradesh,Vijayawada,Industrial Area,5,20,,22-04-2015
469,Andhra Pradesh,Vijayawada,Industrial Area,6,30,,23-04-2015
469,Andhra Pradesh,Vijayawada,Industrial Area,5,28,,24-04-2015
469,Andhra Pradesh,Vijayawada,Industrial Area,5,21,,25-04-2015
469,Andhra Pradesh,Vijayawada,Industrial Area,5,25,,26-04-2015
469,Andhra Pradesh,Vijayawada,Industrial Area,5,16,,27-04-2015
469,Andhra Pradesh,Vijayawada,Industrial Area,5,19,,28-04-2015
469,Andhra Pradesh,Vijayawada,Industrial Area,5,18,,29-04-2015
469,Andhra Pradesh,Vijayawada,Industrial Area,5,13,,30-04-2015
469,Andhra Pradesh,Vijayawada,Industrial Area,5,23,,01-05-2015
469,Andhra Pradesh,Vijayawada,Industrial Area,6,20,,02-05-2015
469,Andhra Pradesh,Vijayawada,Industrial Area,5,25,,03-05-2015
469,Andhra Pradesh,Vijayawada,Industrial Area,5,24,,04-05-2015
469,Andhra Pradesh,Vijayawada,Industrial Area,5,22,,05-05-2015
469,Andhra Pradesh,Vijayawada,Industrial Area,5,16,,06-05-2015
469,Andhra Pradesh,Vijayawada,Industrial Area,4,18,,07-05-2015
469,Andhra Pradesh,Vijayawada,Industrial Area,4,17,,08-05-2015
469,Andhra Pradesh,Vijayawada,Industrial Area,5,15,,09-05-2015
469,Andhra Pradesh,Vijayawada,Industrial Area,5,19,,10-05-2015
469,Andhra Pradesh,Vijayawada,Industrial Area,5,19,,11-05-2015
469,Andhra Pradesh,Vijayawada,Industrial Area,5,19,,12-05-2015
469,Andhra Pradesh,Vijayawada,Industrial Area,5,21,,13-05-2015
469,Andhra Pradesh,Vijayawada,Industrial Area,5,20,,14-05-2015
469,Andhra Pradesh,Vijayawada,Industrial Area,4,16,,15-05-2015
469,Andhra Pradesh,Vijayawada,Industrial Area,4,14,,16-05-2015
469,Andhra Pradesh,Vijayawada,Industrial Area,5,16,,17-05-2015
469,Andhra Pradesh,Vijayawada,Industrial Area,5,18,,18-05-2015
469,Andhra Pradesh,Vijayawada,Industrial Area,4,20,,19-05-2015
469,Andhra Pradesh,Vijayawada,Industrial Area,5,17,,20-05-2015
469,Andhra Pradesh,Vijayawada,Industrial Area,5,16,,21-05-2015
469,Andhra Pradesh,Vijayawada,Industrial Area,5,59,,22-05-2015
469,Andhra Pradesh,Vijayawada,Industrial Area,5,16,,23-05-2015
469,Andhra Pradesh,Vijayawada,Industrial Area,5,18,,24-05-2015
469,Andhra Pradesh,Vijayawada,Industrial Area,4,14,,25-05-2015
469,Andhra Pradesh,Vijayawada,Industrial Area,5,13,,26-05-2015
469,Andhra Pradesh,Vijayawada,Industrial Area,5,14,,27-05-2015
469,Andhra Pradesh,Vijayawada,Industrial Area,5,18,,28-05-2015
469,Andhra Pradesh,Vijayawada,Industrial Area,4,13,,29-05-2015
469,Andhra Pradesh,Vijayawada,Industrial Area,5,16,,30-05-2015
469,Andhra Pradesh,Vijayawada,Industrial Area,5,15,,31-05-2015
469,Andhra Pradesh,Vijayawada,Industrial Area,4,13,,01-06-2015
469,Andhra Pradesh,Vijayawada,Industrial Area,4,12,,02-06-2015
469,Andhra Pradesh,Vijayawada,Industrial Area,5,14,,03-06-2015
469,Andhra Pradesh,Vijayawada,Industrial Area,5,22,,04-06-2015
469,Andhra Pradesh,Vijayawada,Industrial Area,5,18,,05-06-2015
469,Andhra Pradesh,Vijayawada,Industrial Area,5,18,,06-06-2015
469,Andhra Pradesh,Vijayawada,Industrial Area,5,20,,07-06-2015
469,Andhra Pradesh,Vijayawada,Industrial Area,5,19,,08-06-2015
469,Andhra Pradesh,Vijayawada,Industrial Area,5,19,,09-06-2015
469,Andhra Pradesh,Vijayawada,Industrial Area,5,19,,10-06-2015
469,Andhra Pradesh,Vijayawada,Industrial Area,4,19,,11-06-2015
469,Andhra Pradesh,Vijayawada,Industrial Area,5,18,,12-06-2015
469,Andhra Pradesh,Vijayawada,Industrial Area,5,18,,13-06-2015
469,Andhra Pradesh,Vijayawada,Industrial Area,4,18,,14-06-2015
469,Andhra Pradesh,Vijayawada,Industrial Area,5,21,,15-06-2015
469,Andhra Pradesh,Vijayawada,Industrial Area,5,12,,16-06-2015
469,Andhra Pradesh,Vijayawada,Industrial Area,5,23,,17-06-2015
469,Andhra Pradesh,Vijayawada,Industrial Area,5,22,,18-06-2015
469,Andhra Pradesh,Vijayawada,Industrial Area,5,20,,19-06-2015
469,Andhra Pradesh,Vijayawada,Industrial Area,5,21,,20-06-2015
469,Andhra Pradesh,Vijayawada,Industrial Area,5,25,,21-06-2015
469,Andhra Pradesh,Vijayawada,Industrial Area,,,,22-06-2015
469,Andhra Pradesh,Vijayawada,Industrial Area,,20,,23-06-2015
469,Andhra Pradesh,Vijayawada,Industrial Area,5,18,,24-06-2015
469,Andhra Pradesh,Vijayawada,Industrial Area,5,19,,25-06-2015
469,Andhra Pradesh,Vijayawada,Industrial Area,5,21,,26-06-2015
469,Andhra Pradesh,Vijayawada,Industrial Area,5,20,,27-06-2015
469,Andhra Pradesh,Vijayawada,Industrial Area,,,,28-06-2015
469,Andhra Pradesh,Vijayawada,Industrial Area,,,,29-06-2015
469,Andhra Pradesh,Vijayawada,Industrial Area,5,23,,30-06-2015
469,Andhra Pradesh,Vijayawada,Industrial Area,8,35,,01-07-2015
469,Andhra Pradesh,Vijayawada,Industrial Area,5,19,,02-07-2015
469,Andhra Pradesh,Vijayawada,Industrial Area,4,18,,03-07-2015
469,Andhra Pradesh,Vijayawada,Industrial Area,4,21,,04-07-2015
469,Andhra Pradesh,Vijayawada,Industrial Area,5,19,,05-07-2015
469,Andhra Pradesh,Vijayawada,Industrial Area,5,20,,06-07-2015
469,Andhra Pradesh,Vijayawada,Industrial Area,5,20,,07-07-2015
469,Andhra Pradesh,Vijayawada,Industrial Area,5,22,,08-07-2015
469,Andhra Pradesh,Vijayawada,Industrial Area,5,19,,09-07-2015
469,Andhra Pradesh,Vijayawada,Industrial Area,4,19,,10-07-2015
469,Andhra Pradesh,Vijayawada,Industrial Area,5,19,,11-07-2015
469,Andhra Pradesh,Vijayawada,Industrial Area,5,18,,12-07-2015
469,Andhra Pradesh,Vijayawada,Industrial Area,5,18,,13-07-2015
469,Andhra Pradesh,Vijayawada,Industrial Area,5,18,,14-07-2015
469,Andhra Pradesh,Vijayawada,Industrial Area,5,18,,15-07-2015
469,Andhra Pradesh,Vijayawada,Industrial Area,5,15,,16-07-2015
469,Andhra Pradesh,Vijayawada,Industrial Area,5,18,,17-07-2015
469,Andhra Pradesh,Vijayawada,Industrial Area,5,14,,18-07-2015
739,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",5,22,,19-07-2015
739,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",4,27,,20-07-2015
739,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",5,23,,21-07-2015
739,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",5,22,,22-07-2015
739,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",4,20,,23-07-2015
739,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",5,19,,24-07-2015
739,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",4,18,,25-07-2015
739,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",5,15,,26-07-2015
739,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",5,18,,27-07-2015
739,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",5,21,,28-07-2015
739,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",5,21,,29-07-2015
739,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",5,21,,30-07-2015
739,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",5,17,,31-07-2015
739,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",4,21,,01-08-2015
739,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",5,23,,02-08-2015
739,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",4,15,,03-08-2015
739,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",4,22,,04-08-2015
739,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",5,22,,05-08-2015
739,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",5,16,,06-08-2015
739,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",5,14,,07-08-2015
739,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",5,17,,08-08-2015
739,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",5,18,,09-08-2015
739,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",5,17,,10-08-2015
739,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",5,17,,11-08-2015
739,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",5,13,,12-08-2015
739,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",5,15,,13-08-2015
739,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",5,18,,14-08-2015
739,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",5,17,,15-08-2015
739,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",3,13,,16-08-2015
739,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",5,19,,17-08-2015
739,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",4,20,,18-08-2015
739,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",,,,19-08-2015
739,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",3,13,,20-08-2015
739,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",,7,,21-08-2015
739,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",,,,22-08-2015
739,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",5,19,,23-08-2015
739,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",5,19,,24-08-2015
739,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",4,20,,25-08-2015
739,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",5,17,,26-08-2015
739,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",5,17,,27-08-2015
739,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",5,16,,28-08-2015
739,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",5,17,,29-08-2015
739,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",5,17,,30-08-2015
739,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",5,18,,31-08-2015
739,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",5,15,,01-09-2015
739,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",5,17,,02-09-2015
739,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",4,15,,03-09-2015
739,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",4,18,,04-09-2015
739,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",4,19,,05-09-2015
739,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",5,19,,06-09-2015
739,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",5,19,,07-09-2015
739,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",4,16,,08-09-2015
739,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",4,16,,09-09-2015
739,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",4,17,,10-09-2015
739,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",,,,11-09-2015
739,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",5,21,,12-09-2015
739,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",,,,13-09-2015
739,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",5,18,,14-09-2015
739,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",4,18,,15-09-2015
739,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",5,20,,16-09-2015
739,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",,,,17-09-2015
739,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",,,,18-09-2015
739,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",5,17,,19-09-2015
739,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",8,39,,20-09-2015
739,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",5,23,,21-09-2015
739,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",5,23,,22-09-2015
739,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",5,24,,23-09-2015
739,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",4,24,,24-09-2015
739,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",5,20,,25-09-2015
739,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",5,20,,26-09-2015
739,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",5,20,,27-09-2015
739,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",5,19,,28-09-2015
739,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",5,16,,29-09-2015
739,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",5,15,,30-09-2015
739,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",4,18,,01-10-2015
739,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",4,18,,02-10-2015
739,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",5,18,,03-10-2015
739,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",5,19,,04-10-2015
739,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",5,15,,05-10-2015
739,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",5,18,,06-10-2015
739,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",5,16,,07-10-2015
387,Andhra Pradesh,Visakhapatnam,Sensitive Area,5,9,,08-10-2015
387,Andhra Pradesh,Visakhapatnam,Sensitive Area,4,9,,09-10-2015
387,Andhra Pradesh,Visakhapatnam,Sensitive Area,4,9,,10-10-2015
387,Andhra Pradesh,Visakhapatnam,Sensitive Area,4,9,,11-10-2015
387,Andhra Pradesh,Visakhapatnam,Sensitive Area,4,9,,12-10-2015
387,Andhra Pradesh,Visakhapatnam,Sensitive Area,4,9,,13-10-2015
387,Andhra Pradesh,Visakhapatnam,Sensitive Area,5,9,,14-10-2015
387,Andhra Pradesh,Visakhapatnam,Sensitive Area,4,9,,15-10-2015
387,Andhra Pradesh,Visakhapatnam,Sensitive Area,4,9,,16-10-2015
387,Andhra Pradesh,Visakhapatnam,Sensitive Area,4,9,,17-10-2015
387,Andhra Pradesh,Visakhapatnam,Sensitive Area,6,20,,18-10-2015
387,Andhra Pradesh,Visakhapatnam,Sensitive Area,6,9,,19-10-2015
387,Andhra Pradesh,Visakhapatnam,Sensitive Area,6,9,,20-10-2015
387,Andhra Pradesh,Visakhapatnam,Sensitive Area,5,9,,21-10-2015
387,Andhra Pradesh,Visakhapatnam,Sensitive Area,5,9,,22-10-2015
387,Andhra Pradesh,Visakhapatnam,Sensitive Area,5,9,,23-10-2015
387,Andhra Pradesh,Visakhapatnam,Sensitive Area,5,9,,24-10-2015
387,Andhra Pradesh,Visakhapatnam,Sensitive Area,9,20,,25-10-2015
